RECORD_ID,PUBLISHED_DATE,DATE_LAST_MODIFIED,AGENCY_ACRONYM,AGENCY_NAME,DATA_OWNER,DATASET_NAME,DATASET_SUMMARY,DATASET_CLASSIFICATION_NAME,DATASET_CLASSIFICATION_REASON,DATASET_TYPE,DATASET_CATEGORY,KEYWORDS,EARLIEST_DATE_OF_RECORDS,UPDATE_INTERVAL,INTEREST,DATASET_URL,OBJECTID,OPENDATA_PORTAL
5153,2018-03-11,2018-01-03 00:00:00,OCP,Office of Contracting and Procurement,OCP,Awarded Contract Database,"The Office of Contracting and Procurement (OCP) is required to post contract awards valued at $100,000 or more for agencies served by OCP. The awarded contracts database includes a caption describing the type of goods or services provided, the contract number, the ordering agency, the contract amount, the period of time covered by the contract award, the contractor receiving the award, and the market type. You may view a summary list of contract awards; from that list, you may click on specific captions for contract award details. All exempt information has been redacted.",Open,,Database,Government Operations,"Government operations, awarded contracts,",2017-11-27,Real-Time/Near Real-Time,Frequent Requests,http://app.ocp.dc.gov/RUI/information/award/search.asp,2275,No
5154,2018-03-11,2017-11-27 00:00:00,OCP,Office of Contracting and Procurement,OCP,FOIAXpress,The database is used to receive FOIA requests and to transmit documents in response to FOIA requests.  The system records and tracks the number and status of FOIA requests received by OCP.  FOIAXpress is owned and maintained by the Executive Office of the Mayor (EOM).,Open,,Other,Government Operations,government operations; FOIA requests; ,,Real-Time/Near Real-Time,Unknown,,2276,No
5155,2018-03-11,2018-01-03 00:00:00,OCP,Office of Contracting and Procurement,OCP,Ratification Requests and CPO's correspondence,This database is used to record and track requests for contract ratifications and maintain the CPO's general correspondence,For District Government Use,"Certain information in ratification requests might be considered confidential  under DC Code 2-534(a)(2).  The CPO's correspondence could contain information exempt from disclosure under DC Code 2-534(a)(1), DC Code 2-534(a)(2), DC Code 2-534(a)(3), DC Code 2-534(a)(4 and DC Code 2-534(a)(6).",Database,Government Operations,"government operations, chief procurement officer, CPO, correspondence",,Real-Time/Near Real-Time,Unknown,,2277,No
5156,2018-03-11,2018-01-03 00:00:00,OCP,Office of Contracting and Procurement,OCP,Solicitation/Sourcing Events,This is a database of all solicitations posted within the Sourcing Module of PASS - OCPs Procurement Automated Support System .  Sourcing Events information is available to the public via OCP's website.,Open,,Database,Government Operations,"Government operations, solicitations",2017-11-27,Real-Time/Near Real-Time,Frequent Requests,ocp.dc.gov,2278,No
5157,2018-03-11,2018-01-03 00:00:00,OCP,Office of Contracting and Procurement,OCP,Million Dollar Contract Packages database,"Treva Henderson-Neblett, Executive Assistant to the Deputy Chief Procurement Officer, uses the QuickBase System to track Million-Dollar+ contract packages sent to OCP for review and signature. The QuickBase system is managed by OCTO.",Confidential,"A million-dollar contract package, subject to DC Council and Executive approval, is not a finalized contract and not yet a public record under DC Code 2-534(a)(4).",Database,Government Operations,"Government operations, Contract Packages, Council Packages",,Real-Time/Near Real-Time,Unknown,Not Available,2279,No
5158,2018-03-11,2018-01-04 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Operations Division,SAManage,"This dataset is the inventory for fixed assets within the agency, by location.",Public Not Proactively Released,"Data requires subjective redaction. This dataset shows the fixed assets located within our agency, and inventories items by location.
",Other,Government Operations,"government operations, assets, film, music, television, octfme, cable, creative",,Real-Time/Near Real-Time,NULL,,2280,No
5159,2018-03-11,2018-01-04 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Operations Division,Agency Standard Operating Procedures,OCTFME Standard Operating Procedures,Confidential,"Data falls under one or more DC Official Code ? 2-534 FOIA exemptions including critical infrastructure. The disclosure this information in OCTFME SOPs could compromise the safety and privacy of OCTFME personnel and the security of OCTFME?s essential equipment, services, and systems. The data set is used for operational procedures for internal purposes.",Other,Government Operations,"government operations, SOP, equipment, assets management, film, music, entertainment, creative, cable, television, octfme",2017-06-01,Yearly,No Requests,,2281,No
5160,2018-03-11,2018-01-04 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Programming Division,Media Content,"Index for the collection of acquired and captured video, audio, and graphic material.  Including, but not limited to raw footage, voice over tracks, animated graphics, logos, and outsourced material.",For District Government Use,Dataset contains information that is exempt from disclosure under DC Official Code ? 2-534(a)(1) because it includes trade secrets with copyright and distribution restrictions.,Other,Utility and Communication,"utilitiesCommunication, film, cable, music, television, entertainment, octfme",2011-01-02,Daily,Occasional Requests,,2282,No
5161,2018-03-11,2018-01-04 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Creative Economy Division,Creative Economy Contacts CRM,"Customer Relationship Management database. Contacts for creative economy group, organizable by creative industry and date. Helps to manage all creative economy engagement with local DC creatives and residents.",Public Not Proactively Released,"Data would require subjective redaction. The data set is used internal to the Office of Cable TV, Film, Music and Entertainment. Exempt from disclosure under D.C. Code ? 2-534(a)(2).",Other,Cultural and Society,"Creative, Economy, Arts, Culture, Society",2017-01-01,Daily,Occasional Requests,http://www.202creates.com,2283,No
5162,2018-03-11,2017-12-11 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Rebate Fund Administration,FY16 Rebate Fund DC Vendors,"List of DC vendors and production categories utilized by FY16 Rebate Fund awardees. OCTFME administers the DC Film, Television and Entertainment Rebate Fund to media production companies with qualified projects filmed in the District.",Open,,Database,Business and Economic Development,"economy, rebate, film, television, DC vendors",2015-10-01,Static,Occasional Requests,https://entertainment.dc.gov/page/rebate-fund,2284,No
5163,2018-03-11,2018-01-04 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Operations Division,Agency Proposed Budget,Tracks for layout of proposed fiscal year budget(s).,Confidential,Data falls under one or more DC Official Code ? 2-534 FOIA exemptions including deliberative processes prior to final decisions. Data set is used to prepare annual budget in accordance with internal operational procedures. The information contained in these files is part of the deliberative process in formulating the budget.,Database,Financial,"financial, budget",2017-11-01,Yearly,No Requests,,2285,No
5164,2018-03-11,2017-12-11 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Regulatory Division,Cable Television Provider Service Area Maps,Detailed map location information on the areas within the District of Columbia that are serviceable by all franchised cable providers. This tool allows us to search by address and provides an In-Depth disclosure of the system infrastructure design.,Confidential,Data falls under one or more DC Official Code ? 2-534 FOIA exemptions including critical infrastructure and trade secrets. The information contained in these files is confidential and proprietary business information that is not for public disclosure. OCTFME has non-disclosure agreements in place with providers.,Other,Utility and Communication,"utilitiesCommunication, cable television, map, cable provider, octfme",2017-07-01,Yearly,No Requests,,2286,No
5165,2018-03-11,2018-01-04 00:00:00,OCTFME,"Office of Cable Television, Film, Music and Entertainment",Communications Group,Communications Division Contacts,Tracks the Agency's stakeholders that we communicate with and how these people interact with our messaging.,Public Not Proactively Released,"Data would require subjective redaction. This is information that is used internally to engage stakeholders for a variety of internal purposes, including the promotion of OCTFME's mission.",Other,Government Operations,"contacts, press release, newsletters, film, cable television, music,",2016-03-26,Daily,Occasional Requests,https://entertainment.dc.gov/,2287,No
5166,2018-03-11,2017-10-11 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - Applications,RemedyForce Incident Management,"RemedyForce (OCTO's Help Desk) Incident Management System allows the management of information pertaining to support requests generated from emails and self-service portal, as well as direct documentation from phone conversations.",For District Government Use,"This data may contain Personally Identifiable Information (PII), HIPPA, and Law Enforcement Sensitive information",Database,Government Operations,Incident Management Service requests,2015-10-01,Real-Time/Near Real-Time,Unknown,,2288,No
5167,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO - GIS,2003 Pictometry Oblique Imagery,"6 inch pixel resolution licensed georeferenced obligue imagery taken in 2003. It includes imagery taken at community (larger footprint than neighborhood), neighborhood (most detailed), orthogonal (straight down perspective) and oblique (45deg perspective).",For District Government Use,Trade Secret/Proprietary (covered by FOIA exception #1 ) 2-534 (a)(1) - Trade Secret,Jpeg,Aerial Photography and Scanned Maps,"imagery, oblique, licensed, Pictometry",2003-01-01,Static,Occasional Requests,,2289,No
5168,2018-03-11,2017-07-14 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - GIS,2005 Pictometry Oblique Imagery,"6 inch pixel resolution licensed georeferenced obligue imagery taken in 2005. It includes imagery taken at community (larger footprint than neighborhood), neighborhood (most detailed), orthogonal (straight down perspective) and oblique (45deg perspective).",For District Government Use,Trade Secret/Proprietary (covered by FOIA exception #1 ) 2-534 (a)(1) - Trade Secret,Other,Aerial Photography and Scanned Maps,"imagery, oblique, licensed, Pictometry",2007-03-01,Static,No Requests,,2290,No
5169,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO - GIS,2007 Pictometry Oblique Imagery,"6 inch pixel resolution licensed georeferenced obligue imagery taken in 2007. It includes imagery taken at community (larger footprint than neighborhood), neighborhood (most detailed), orthogonal (straight down perspective) and oblique (45deg perspective).",For District Government Use,Trade Secret/Proprietary (covered by FOIA exception #1 ) 2-534 (a)(1) - Trade Secret,Other,Aerial Photography and Scanned Maps,"imagery, oblique, licensed, Pictometry",2007-03-01,Static,No Requests,,2291,No
5170,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO - GIS,2009 Pictometry Oblique Imagery,"6 inch pixel resolution licensed georeferenced obligue imagery taken in 2009. It includes imagery taken at community (larger footprint than neighborhood), neighborhood (most detailed), orthogonal (straight down perspective) and oblique (45deg perspective).",For District Government Use,Trade Secret/Proprietary (covered by FOIA exception #1 ) 2-534 (a)(1) - Trade Secret,Other,Administrative and Other Boundaries,"imagery, oblique, licensed, Pictometry",2009-03-01,Static,No Requests,,2292,No
5171,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO - GIS,2011 Pictometry Oblique Imagery,"6 inch pixel resolution licensed georeferenced obligue imagery taken in 2011. It includes imagery taken at community (larger footprint than neighborhood), neighborhood (most detailed), orthogonal (straight down perspective) and oblique (45deg perspective).",For District Government Use,Trade Secret/Proprietary (covered by FOIA exception #1 ) 2-534 (a)(1) - Trade Secret,Other,Aerial Photography and Scanned Maps,"imagery, oblique, licensed, Pictometry",2011-03-01,Static,No Requests,,2293,No
5196,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,nLyte ,"Contains information related to the OCTO Data Centers Mechanical infrastructure, Generator, UPS, CRAC units, power strips, temperature sensors, humidity sensors, and all major Point Of Presence sites, including DC power plants through out the District. The Dataset contains information of UPS power load, cabinet power load, generator run times, temperature sensor. These data are also used to determine when and email should be sent to the management group with any sub normal indicators. All points monitored  are viewable by historical trends. An example would be showing our Load/carbon footprint reduction from 200kw down to the 120kw range over a 3 year period.",Restricted Confidential,"This dataset may contain location information about Critical Infrastructure locations like, DC Power plants and other secure facilities. Unauthorized disclosure of details could potentially cause major damage or injury to the district or significantly impair the ability of the agency  to perform its statutory function.",Database,Facility and Structure,structure,2015-01-01,Daily,No Requests,,2294,No
5197,2018-03-11,,OCTO,Office of the Chief Technology Officer,NavTEQ,NavTEQ regional data,"Contains regional mapping data for the national capital area.  Layers include county boundaries, roads, water, and other important basemap features.",For District Government Use,"Licensed data from NAVTEQ for dc government use only. The license prohibits the public distribution of the data, and proprietary restrictions qualify as a FOIA exemption.",Database,Basemap,"basemap, regional, national capital area",2012-01-01,Static,No Requests,,2295,No
5198,2018-03-11,2017-08-15 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - NOC,DC Net System Log,Contains system log data from all critical network switch and routers.,Restricted Confidential,"IT Critical Infrastructure that contains information, unauthorized disclosure could potentially cause major damage.",Text,Technology,technology,,Real-Time/Near Real-Time,No Requests,,2296,No
5199,2018-03-11,2017-08-15 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - PASS,Contract Awards,Contracts awarded thru PASS to the vendors by various agencies. This does not include contracted issues on paper.,Open,open,Database,Government Operations,"PASS, contracts, procurement, awards",,Real-Time/Near Real-Time,Unknown,http://app.ocp.dc.gov/RUI/information/award/search.asp,2297,No
5200,2018-03-11,2017-10-13 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO Web Team,DC.gov User Web Traffic,DC.gov Web traffic analytics by agency.,Open,,Other,Government Operations,"government operations, website, analytics, google analytics",,Real-Time/Near Real-Time,NULL,http://opendata.dc.gov/datasets/website-analytics-daily-page-views,2298,No
5284,2018-03-11,,OP,Office of Planning,OP,Historic Preservation Permits,"Contains records of permit requests received by the Historic Preservation Office, and records of whether they have been cleared by HPO staff.  Note that final permitting actions are the purview of DCRA and are recorded in their systems.",Public Not Proactively Released,The agency has not invested the resources to publish this dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Database,Historic,"OP, Planning, Historic Preservation, Permitting",,Daily,No Requests,,2299,No
5285,2018-03-11,,OP,Office of Planning,OP,HP Permits,"Contains records of permit requests received by the State Historic Preservation Office, and their disposition.",Public Not Proactively Released,"This information is not yet in readily-releasable form.  The agency intends to consolidate it with other enterprise systems to facilitate information sharing, but at present release of the information would be unduly burdensome.",Database,Historic,"OP, planning, historic, historic preservation, permits, permitting",1988-01-01,Daily,No Requests,,2300,No
5286,2018-03-11,,OP,Office of Planning,OP,HP Government Projects,Contains records of the State Historic Preservation Office's review of proposed government projects.,Confidential,Contains pre-decisional deliberative information on projects that may be pending. This data is protected under FOIA exemption 2-534(a)(4) - `?deliberative process privilege?.,Database,Government Operations,"OP, planning, historic, historic preservation, government projects",2008-03-19,Real-Time/Near Real-Time,No Requests,,2301,No
5287,2018-03-11,,OP,Office of Planning,OP,HP Enforcement and Inspections,Contains records of the inspection and enforcement activities conducted by the State Historic Preservation Office inspectors.  This is an internal tracking tool used within our office; records of the final dispositions of such matters are handled by the Department of Consumer and Regulatory Affairs in separate systems.,Confidential,"Contains Personally identifiable information (PII) on property owners and others involved in violations, stop-work orders, etc.  Also contains PII on performance of individual staff members and pre-decisional deliberative information.  It also may contain investigatory information. Information is exempt from public disclosure under several FOIA exemptions in DC Official Code ? 2?534(a).",Database,Government Operations,"OP, planning, historic, historic preservation, inspections, infractions, violations, stop-work, stop-work orders",2012-09-10,Real-Time/Near Real-Time,No Requests,,2302,No
5288,2018-03-11,,OP,Office of Planning,OP,Live Near Your Work Down Payment Assistance,Contains specific information on recipients of down payment assistance through the Live Near Your Work program.,Confidential,Contains Personally identifiable information  (PII) on a small set of individuals who have received assistance under this program.  The agency has previously defended this information against potential release under FOIA.,Database,Planning Land Use and Zoning,"OP, Planning, LNYW, Live Near Your Work, Down Payment, Housing",,Static,Occasional Requests,,2303,No
5289,2018-03-11,,OP,Office of Planning,OP,Historic Artifact locations,Contains specific locations where artifacts of archeological significance exist within the District.,Confidential,Protected from release by the federal Archaeological Resources Protection Act (to avoid destruction of these resources). ,Geographic Information,Historic,"OP, Planning, Archeology, artifacts, historic",,Monthly,No Requests,,2304,No
5290,2018-03-11,,OP,Office of Planning,OP,Comprehensive Plan Implementation Tracking,Contains summary information describing progress toward completing each of the actions called for in the District of Columbia's Comprehensive Plan.,For District Government Use,Contains informal summary information on inter-agency progress.  Definitive information is only available directly from the agencies. This data is protected under FOIA exemption 2-534(a)(4) - `?deliberative process privilege?.,Database,Planning Land Use and Zoning,"OP, Planning, Comprehensive Plan",2008-01-31,Quarterly,No Requests,,2305,No
5291,2018-03-11,,OP,Office of Planning,OP,Comprehensive Plan Proposed Amendments,"In 2017 OP solicited proposed amendments to the District Elements of the Comprehensive Plan of the District of Columbia from the public and from sister agencies.  This database is used to track these proposed amendments through OP's internal review processes.  Contains contact information for individuals and groups proposing amendments, the content of the proposed amendments, and tracking information regarding internal review processes within the Office of Planning.  A separate version that includes only the proposed amendments has been published.",Confidential,"Contains per-decisional information on policy matters, and Personally Identifiable Information (PII)  regarding the proposers of amendments.
This data is protected under FOIA exemption 2-534(a)(4) - `?deliberative process privilege?.",Database,Planning Land Use and Zoning,"OP, Planning, Comprehensive Plan",2017-04-17,Daily,No Requests,,2306,No
5292,2018-03-11,,OP,Office of Planning,OP,Comprehensive Plan Proposed Amendments - Public Edition,"In 2017, OP solicited proposed amendments to the District Elements of the Comprehensive Plan of the District of Columbia from the public and from sister agencies.  This is the list of the amendments proposed by members of the public.",Open,,Other,Planning Land Use and Zoning,"OP, Planning, Comprehensive Plan",,Static,Occasional Requests,,2307,No
5293,2018-03-11,,OP,Office of Planning,OP,Development Activity,"The Development Activity data base and shape file is an aggregation of data from a variety of sources including development review case files, building permits, ODMPED Pipeline Report, newspaper articles, and other public sources.  Different sources often have conflicting information for the same project.  Where possible, discrepancies are resolved using additional data sources.  The shape file contains projects of ten or more dwelling units or more than 10,000 gsf of non-residential use.   The Office of Planning (OP) uses the data primarily for long-range forecasting purposes; as such it should not be relied upon for short term changes in project status, development costs or other data subject to changes over short periods of time.  While ",Open,,Database,Planning Land Use and Zoning,"OP, Planning, Housing, Development",,Yearly,Occasional Requests,,2308,No
5294,2018-03-11,,OP,Office of Planning,OP,Pre-Design Review Meetings and Public Space Committee Applications,"This data set is the Office of Planning's log of applications going to the Public Space Committee between August 2006 to December 2016 and Pre-Design Review Meetings related to public space applications between August 2010 to December 2016.  It includes basic information on each application including location, permit number, type of application, date of meeting, staff reviewer, comments or notes related to the application, OP's recommendation, and decision of the Committee.  Completeness of information for each entry varies.",Public Not Proactively Released,The agency has not invested the resources to publish this dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Database,Planning Land Use and Zoning,"OP, Planning, Design, Design Review, Public Space",,Quarterly,Occasional Requests,,2309,No
5295,2018-03-11,,OP,Office of Planning,OP,BZA Relief Summary Spreadsheet,This is a detailed summary of Board of Zoning Adjustment relief cases considered by Office of Planning staff.,Public Not Proactively Released,The agency has not invested the resources to publish this dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Database,Planning Land Use and Zoning,"OP, Planning, Development Review, Zoning",,Quarterly,No Requests,,2310,No
5296,2018-03-11,,OP,Office of Planning,OP,Zoning Commission Case Summary Spreadsheet,This is a detailed summary of Zoning Commission cases considered by Office of Planning staff.,Public Not Proactively Released,The agency has not invested the resources to publish this dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Database,Planning Land Use and Zoning,"OP, Planning, Development Review, Zoning",,Quarterly,No Requests,,2311,No
5297,2018-03-11,,OP,Office of Planning,OP,DC Historic Preservation System,"This is an archive of detailed architectural and related information for historic structures in the District of Columbia.  It is primarily of interest to researchers.  It contains historic information such as architect name, architectural details, original owner, etc. for many of DC's older buildings.",Public Not Proactively Released,"This dataset is stored in a custom database application.  None of the information it contains would be problematic if released, but the effort of converting this application into a form that facilitated release of the information would be unduly burdensome.",Database,Historic,"OP, planning, historic, historic preservation, architecture",,Static,No Requests,,2312,No
5298,2018-03-11,,OP,Office of Planning,OP,Existing Land Use,"This is the result of a modeling exercise performed in conjunction with work on the District's Comprehensive Plan.  It is based primarily on lot boundaries and tax records, but also reflects updates based on other information, such as residential unit counts included in the city's Master Address Repository.  It is currently in draft form.",For District Government Use,"This product is a draft, and is not expected to be completed prior to the release of OP's recommended amendments to the Comprehensive Plan. This data is protected under FOIA exemption 2-534(a)(4) - `?deliberative process privilege?.",Database,Planning Land Use and Zoning,"OP, Planning, Parks",,Static,No Requests,,2313,No
5299,2018-03-11,,OP,Office of Planning,OP,Small Parks,This is the result of an ongoing interagency effort to inventory DC's small parks and to determine who is responsible for them.  The current dataset is still very much a draft. ,For District Government Use,This data is protected under FOIA exemption 2-534(a)(4) - `?deliberative process privilege?.,Database,Planning Land Use and Zoning,"OP, Planning, Parks",,Static,No Requests,,2314,No
5300,2018-03-11,,OP,Office of Planning,OP,Development Review Cases Spreadsheet,This is the shared list of current development review cases considered by the Office of Planning staff.  It currently runs from 2014 through the end of 2017.,Public Not Proactively Released,The agency has not invested the resources to publish this working dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Database,Planning Land Use and Zoning,"OP, Planning, Development Review, Zoning",,Quarterly,No Requests,,2315,No
5301,2018-03-11,,OP,Office of Planning,OP,Old Development Review Cases Spreadsheet,This is the shared list of development review cases considered by the Office of Planning staff.  It includes cases through the end of 2014.,Public Not Proactively Released,The agency has not invested the resources to publish this dataset. At this time it would impose an undue financial or administrative burden on the agency to release.,Database,Planning Land Use and Zoning,"OP, Planning, Development Review, Zoning",,Static,No Requests,,2316,No
5302,2018-03-11,,OP,Office of Planning,OP,DC HistoryQuest Building Data,"This polygonal building footprint layer has been enhanced through extensive research in the microfilm-based building permits for the District of Columbia.  Note that more recent information has been included based on other DCGIS records, and is less authoritative.",Open,,Other,Historic,"OP, Planning, Historic Preservation, History, Building Permits",,Static,Frequent Requests,,2317,No
5303,2018-03-11,,OPGS,Office of Partnerships and Grants Development,Office Partnerships & Grants Service,Donations Report Data,"Reports contain the donor's information, the agency receiving the donation, the purpose of the donation, the value of the donation, and the approval date of the donation.",Open,,Database,Government Operations,"donations, inkind, partnerships",,Real-Time/Near Real-Time,Unknown,https://opgs.dc.gov/page/donations-quarterly-reports,2318,No
5304,2018-03-11,,ORM,Office of Risk Management,Insurance Division,Actuarial Study Data,"(Public.) Annual Actuarial Study of the Self-Insured Worker?s Compensation, General Liability, and Automobile Liability Programs. The objectives the study are to: estimate outstanding losses, estimate outstanding unallocated loss adjustment expenses, project ultimate losses, project losses paid, compared to previous actuarial study, size of loss distribution analysis, and affirm Governmental Accounting Standards Board Statement No. 10 compliance.  Saved in hardcopy and in pdf format by various staff of ORM.  The study is filed with DISB as part of the Captive Insurance Agency?s annual filing.",Public Not Proactively Released,"Used by the District government to estimate potential losses.  Used for Government use / tracing, released if PII / PHI is removed",Other,Planning Land Use and Zoning,"Actuarial, Workers' Compensation, Liability, Risk",2014-01-01,Yearly,Unknown,,2319,No
5305,2018-03-11,,ORM,Office of Risk Management,Risk Prevention and Safety Division,Agency Risk Manager Representatives Information,Table/list of points of contact for Agency Risk Management,Public Not Proactively Released,,Database,Public Safety,"Agency, Risk Management",2017-01-01,Real-Time/Near Real-Time,Unknown,,2320,No
5201,2018-03-11,2017-10-11 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,RightFax,"Data regarding faxes sent and received by District Government staff. This dataset contains records related to incoming and outgoing fax between DC government health organizations (including the District Department of Health (DOH), Health Care Exchange, and others). Records may include the name of the office of the originating fax, the number or extension dialed, and the time, date, and duration of the fax transmission. Does not contain direct information related to the document, but contains a reference/record number that relates to a specific document.",Confidential,System is Health Insurance Portability and Accountability Act (HIPAA) compliant and the users may be sending and receiving medical or personal faxes that are Doctor/Client-related or contain Personally Identifiable Information (PII).,Database,Utility and Communication,"Fax, Communication, PII, telecommunications",2009-01-01,Daily,No Requests,,2321,No
5202,2018-03-11,2017-07-26 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO-Telecom,Telecommunications Request and Approval Tracking,Database of citywide telecom requests and the approval flow for each request.,Restricted Confidential,"The request include critical infrastructure information about building network infrastructure changes, names of DC Government staff who are traveling and travel dates/locations, equipment orders, etc.",Database,Government Operations,government operations,2004-01-05,Real-Time/Near Real-Time,Frequent Requests,,2322,No
5205,2018-03-11,2017-07-25 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO-SQA,SQA Testing Data for OCA Application Life Cycle Management,"Dataset contains Requirements, Test cases , Defects, Test Results",For District Government Use,This dataset is subject to one or more FOIA exemptions.,Database,Administrative and Other Boundaries,boundaries,2017-07-05,Real-Time/Near Real-Time,,,2323,No
5206,2018-03-11,2018-01-04 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Avaya Experience Portal Call Statistics,"Dataset contains call statics such as time of call, call duration and any web call responses from an agency's applications for Interactive Voice Response system (for Call Centers).",Public Not Proactively Released,Not proactively released due to an undue financial or administrative burden on the agency.,Other,Utility and Communication,"Assets, voice, contact-center, call center, callback, call back, IVR, self-service, interactive voice response",2014-01-01,Daily,Occasional Requests,,2324,No
5207,2018-03-11,2018-01-04 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Avaya Call Management System Call Analytics,"Dataset contains contact-center analytics and metrics such as queue performance, hold-times, average speed of response, etc. The data are available to Agency Contact Center supervisors to help improve the customer experience.  Data is partitioned to only allow agency-specific access to contact center metrics.",Public Not Proactively Released,Data contains contact-center analytics and is available to Agency Contact Center supervisors.  Data is partitioned to only allow agency-specific access to contact center metrics. Not proactively released due to an undue financial or administrative burden on the agency.,Other,Utility and Communication,"Assets, voice, contact-center, call center, analytics",2013-01-01,Daily,Frequent Requests,,2325,No
5208,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,DC-Net Service - Invoices,"Dataset contains history of invoices, submitted payments, and other billing information for DC-Net customers, including  DC-CAN, Federal, and DC Government agencies. It is used by DC-Net in conjunction with other datasets from the DC-Net Service database, to accurately bill customers and recoup costs for telecommunications services provided.",Restricted Confidential,"This data contains information related to local and Federal government assets, and  may contain Critical Infrastructure Information;",Database,Government Operations,"billing, invoice, telecommunications",,Daily,Frequent Requests,,2326,No
5209,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,FlexMaster Ruckus Wireless Access Point Usage,Dataset contains metrics and usage information on DC Government  FlexMaster Ruckus Wireless Access Point. Contains Internet Protocol (IP) address information.,Restricted Confidential,"The dataset contains information on DC Government?s communication Critical  Infrastructure in direct support of public safety, health, and education. Disclosure of this data, particularly IP address information, would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city?s public safety at risk. ",Other,Utility and Communication,"wireless, IP, telecommunications",,Real-Time/Near Real-Time,Unknown,,2327,No
5210,2018-03-11,2017-08-10 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Digitus Biometrics,Digitus Biometrics manages the Biometric handles on the cabinets within the OCTO Data Centers. With this tool we can grant and monitor access down to the cabinet door. ,Restricted Confidential,The data set contains employee information and cabinet level access records. May contain location of critical infrastructure assets and the disclosure could significantly impair the ability of the agency to perform its statutory functions.,Database,Facility and Structure,"cabinet security, asset monitoring, utility",,Daily,No Requests,,2328,No
5211,2018-03-11,,OCTO,Office of the Chief Technology Officer,DCHR,Employees Address details,Employees Address details,Confidential,This dataset contains Personally Identifiable Information (PII).,Database,Government Operations,government operations,2007-07-12,Weekly,No Requests,,2329,No
5212,2018-03-11,2017-10-24 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - Citywide Messaging,FOIA Request Tracking Data,"Freed Of Information Act (FOIA) requests processed DC agencies include what was requested, by whom, when, and how and when that request was handled internally. Includes the final resolution requests including any FOIA exemptions applied.  (Note: the data is not complete or consistent. Not every agency uses the system, and those agencies that do use the system, don't always use it consistently.)  A redacted public version is available on Open Data : http://opendata.dc.gov/datasets/foia-requests",Confidential,"FOIA request data may contains personally Identifiable Information (PII), including names birthdays and social and security numbers that require subjective redaction.",Database,Government Operations,"government operations, FOIA, Freedom of Information Act",2014-09-17,Real-Time/Near Real-Time,Frequent Requests,,2330,No
5213,2018-03-11,2017-07-24 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO-HCM,OCTO employee records,HCM - Digitized OCTO employee records managed by Human Resources.,Confidential,Data contains Personally Identifiable Information (PII),Other,Government Operations,government operations,,Yearly,Unknown,,2331,No
5214,2018-03-11,2017-10-11 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,FlexMaster Wireless Access Point Inventory,Inventory of DC Government Ruckus Wireless outdoor wireless infrastructure.,Restricted Confidential,"The dataset contains Critical Infrastructure  information on  the Ruckus outdoor wireless network infrastructure and individual user connectivity history. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city?s public safety at risk.  Unauthorized disclosure could potentially cause major damage or injury, including death, to residents, agency workforce members, clients, partners, stakeholders, or others identified in the information.",Other,Utility and Communication,"Wireless Infrastructure, infrastructure, telecommunications, data transfer",2017-01-01,Real-Time/Near Real-Time,No Requests,,2332,No
